,activity,application,attachments,author,call,channel,channel_mentions,clean_content,content,created_at,edited_at,embeds,flags,guild,id,jump_url,mention_everyone,mentions,nonce,pinned,raw_channel_mentions,raw_mentions,raw_role_mentions,reactions,reference,role_mentions,stickers,system_content,tts,type,webhook_id
750,,,[],Alma CJ de Bordeaux#1871,,le-salon-des-petits-protecteurs-des-animaux,[],Faut pas lui répondre du coup ?,Faut pas lui répondre du coup ?,2021-03-27 18:23:19.789,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825434832012181596,https://discord.com/channels/806137569116291102/806139240459141140/825434832012181596,False,[],,False,[],[],[],[],,[],[],Faut pas lui répondre du coup ?,False,MessageType.default,
751,,,[<Attachment id=825434787481255986 filename='card.png' url='https://cdn.discordapp.com/attachments/806139240459141140/825434787481255986/card.png'>],MEE6#4876,,le-salon-des-petits-protecteurs-des-animaux,[],,,2021-03-27 18:23:09.209,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825434787635527730,https://discord.com/channels/806137569116291102/806139240459141140/825434787635527730,False,[],,False,[],[],[],[],,[],[],,False,MessageType.default,
752,,,[],Cédric#6625,,le-salon-des-petits-protecteurs-des-animaux,[],!rank,!rank,2021-03-27 18:23:08.449,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825434784448118834,https://discord.com/channels/806137569116291102/806139240459141140/825434784448118834,False,[],,False,[],[],[],[],,[],[],!rank,False,MessageType.default,
753,,,[],Alma CJ de Bordeaux#1871,,le-salon-des-petits-protecteurs-des-animaux,[],Ah ok😅😂,Ah ok😅😂,2021-03-27 18:23:02.038,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825434757558829056,https://discord.com/channels/806137569116291102/806139240459141140/825434757558829056,False,[],,False,[],[],[],[],,[],[],Ah ok😅😂,False,MessageType.default,
754,,,[],Cédric#6625,,le-salon-des-petits-protecteurs-des-animaux,[],et on monte de niveaux quand on parle beaucoup,et on monte de niveaux quand on parle beaucoup,2021-03-27 18:22:49.968,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825434706933055508,https://discord.com/channels/806137569116291102/806139240459141140/825434706933055508,False,[],,False,[],[],[],[],,[],[],et on monte de niveaux quand on parle beaucoup,False,MessageType.default,
755,,,[],Cédric#6625,,le-salon-des-petits-protecteurs-des-animaux,[],"En gros, quand on parle. @🐱Simon nous donne de l'expérience comme dans un jeu","En gros, quand on parle. <@!159985870458322944> nous donne de l'expérience comme dans un jeu",2021-03-27 18:22:38.111,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825434657201979412,https://discord.com/channels/806137569116291102/806139240459141140/825434657201979412,False,[<Member id=159985870458322944 name='MEE6' discriminator='4876' bot=True nick='🐱Simon' guild=<Guild id=806137569116291102 name='Clubs Jeunes SPA' shard_id=None chunked=True member_count=149>>],,False,[],[159985870458322944],[],[],,[],[],"En gros, quand on parle. <@!159985870458322944> nous donne de l'expérience comme dans un jeu",False,MessageType.default,
756,,,[],Cédric#6625,,le-salon-des-petits-protecteurs-des-animaux,[],laissez le parler 😂,laissez le parler 😂,2021-03-27 18:22:17.402,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825434570342137873,https://discord.com/channels/806137569116291102/806139240459141140/825434570342137873,False,[],,False,[],[],[],[],,[],[],laissez le parler 😂,False,MessageType.default,
757,,,[],Cédric#6625,,le-salon-des-petits-protecteurs-des-animaux,[],"Ah oui, je voulais vous faire un post sur ça","Ah oui, je voulais vous faire un post sur ça",2021-03-27 18:22:06.912,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825434526343757834,https://discord.com/channels/806137569116291102/806139240459141140/825434526343757834,False,[],,False,[],[],[],[],,[],[],"Ah oui, je voulais vous faire un post sur ça",False,MessageType.default,
758,,,[],Alma CJ de Bordeaux#1871,,le-salon-des-petits-protecteurs-des-animaux,[],J'ai pas compris ce que MEE6 m'a dit 😅😭,J'ai pas compris ce que MEE6 m'a dit 😅😭,2021-03-27 18:21:52.058,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825434464040648734,https://discord.com/channels/806137569116291102/806139240459141140/825434464040648734,False,[],,False,[],[],[],[],,[],[],J'ai pas compris ce que MEE6 m'a dit 😅😭,False,MessageType.default,
759,,,[],Cédric#6625,,le-salon-des-petits-protecteurs-des-animaux,[],"Du coup, je réfléchi à faire les mercredis soir ce genre de quizz et le samedi soir un quizz comme les chevaux avec des questions travaillées.","Du coup, je réfléchi à faire les mercredis soir ce genre de quizz et le samedi soir un quizz comme les chevaux avec des questions travaillées.",2021-03-27 18:21:24.660,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825434349125107773,https://discord.com/channels/806137569116291102/806139240459141140/825434349125107773,False,[],,False,[],[],[],[<Reaction emoji='👍' me=False count=2>],,[],[],"Du coup, je réfléchi à faire les mercredis soir ce genre de quizz et le samedi soir un quizz comme les chevaux avec des questions travaillées.",False,MessageType.default,
760,,,[],KimieCJduGarric#7403,,le-salon-des-petits-protecteurs-des-animaux,[],C’est cool ça,C’est cool ça,2021-03-27 18:21:12.800,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825434299381317643,https://discord.com/channels/806137569116291102/806139240459141140/825434299381317643,False,[],,False,[],[],[],[],,[],[],C’est cool ça,False,MessageType.default,
761,,,[],Cédric#6625,,le-salon-des-petits-protecteurs-des-animaux,[],"Sinon, la petite annonce c'est que j'ai discuté avec le mec qui programme le bot et il m'a expliqué comme faire pour créer automatiquement des questions et ne pas à avoir à les écrire à la main donc certains quizz peuvent se faire quasiment instantanément.
Genre le quizz avec une photo de chien et on doit dire la race","Sinon, la petite annonce c'est que j'ai discuté avec le mec qui programme le bot et il m'a expliqué comme faire pour créer automatiquement des questions et ne pas à avoir à les écrire à la main donc certains quizz peuvent se faire quasiment instantanément.
Genre le quizz avec une photo de chien et on doit dire la race",2021-03-27 18:20:55.509,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825434226857607238,https://discord.com/channels/806137569116291102/806139240459141140/825434226857607238,False,[],,False,[],[],[],[],,[],[],"Sinon, la petite annonce c'est que j'ai discuté avec le mec qui programme le bot et il m'a expliqué comme faire pour créer automatiquement des questions et ne pas à avoir à les écrire à la main donc certains quizz peuvent se faire quasiment instantanément.
Genre le quizz avec une photo de chien et on doit dire la race",False,MessageType.default,
762,,,[],Alma CJ de Bordeaux#1871,,le-salon-des-petits-protecteurs-des-animaux,[],J'adore les golden retriever 😍😍😍🥰,J'adore les golden retriever 😍😍😍🥰,2021-03-27 18:19:55.352,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825433974540861461,https://discord.com/channels/806137569116291102/806139240459141140/825433974540861461,False,[],,False,[],[],[],[],,[],[],J'adore les golden retriever 😍😍😍🥰,False,MessageType.default,
763,,,[],Alma CJ de Bordeaux#1871,,le-salon-des-petits-protecteurs-des-animaux,[],Moi il y avait des races que je connaissait pas 😅,Moi il y avait des races que je connaissait pas 😅,2021-03-27 18:19:26.548,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825433853728260128,https://discord.com/channels/806137569116291102/806139240459141140/825433853728260128,False,[],,False,[],[],[],[],,[],[],Moi il y avait des races que je connaissait pas 😅,False,MessageType.default,
764,,,[],KimieCJduGarric#7403,,le-salon-des-petits-protecteurs-des-animaux,[],Pareil je pensais que le bouledogue était plus haut,Pareil je pensais que le bouledogue était plus haut,2021-03-27 18:19:19.501,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825433824170344448,https://discord.com/channels/806137569116291102/806139240459141140/825433824170344448,False,[],,False,[],[],[],[],,[],[],Pareil je pensais que le bouledogue était plus haut,False,MessageType.default,
765,,,[],Alma CJ de Bordeaux#1871,,le-salon-des-petits-protecteurs-des-animaux,[],Je savais pas,Je savais pas,2021-03-27 18:18:53.203,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825433713869193216,https://discord.com/channels/806137569116291102/806139240459141140/825433713869193216,False,[<Member id=294200564357791745 name='Cédric' discriminator='6625' bot=False nick='Cédric - Rennes (35)' guild=<Guild id=806137569116291102 name='Clubs Jeunes SPA' shard_id=None chunked=True member_count=149>>],,False,[],[],[],[],<MessageReference message_id=825433629697507379 channel_id=806139240459141140 guild_id=806137569116291102>,[],[],Je savais pas,False,MessageType.default,
766,,,[],Alma CJ de Bordeaux#1871,,le-salon-des-petits-protecteurs-des-animaux,[],😂,😂,2021-03-27 18:18:34.105,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825433633765720075,https://discord.com/channels/806137569116291102/806139240459141140/825433633765720075,False,[],,False,[],[],[],[],,[],[],😂,False,MessageType.default,
767,,,[],Cédric#6625,,le-salon-des-petits-protecteurs-des-animaux,[],"Et du coup, vous devez vous en douter, le bouledogue français est 9e au classement","Et du coup, vous devez vous en douter, le bouledogue français est 9e au classement",2021-03-27 18:18:33.135,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825433629697507379,https://discord.com/channels/806137569116291102/806139240459141140/825433629697507379,False,[],,False,[],[],[],[],,[],[],"Et du coup, vous devez vous en douter, le bouledogue français est 9e au classement",False,MessageType.default,
768,,,[],Anaël CJ de Cluses#7963,,le-salon-des-petits-protecteurs-des-animaux,[],En tout,En tout,2021-03-27 18:18:28.259,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825433609245556807,https://discord.com/channels/806137569116291102/806139240459141140/825433609245556807,False,[],,False,[],[],[],[],,[],[],En tout,False,MessageType.default,
769,,,[],Anaël CJ de Cluses#7963,,le-salon-des-petits-protecteurs-des-animaux,[],@Kimie - Le Garric (81) elle défonce tout le monde 😂,<@818559139415719976> elle défonce tout le monde 😂,2021-03-27 18:18:24.110,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825433591843651635,https://discord.com/channels/806137569116291102/806139240459141140/825433591843651635,False,[<Member id=818559139415719976 name='KimieCJduGarric' discriminator='7403' bot=False nick='Kimie - Le Garric (81)' guild=<Guild id=806137569116291102 name='Clubs Jeunes SPA' shard_id=None chunked=True member_count=149>>],,False,[],[818559139415719976],[],[],,[],[],<@818559139415719976> elle défonce tout le monde 😂,False,MessageType.default,
770,,,[],Cédric#6625,,le-salon-des-petits-protecteurs-des-animaux,[],Quelle journée @Kimie - Le Garric (81) 😂,Quelle journée <@!818559139415719976> 😂,2021-03-27 18:18:12.978,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825433545153052722,https://discord.com/channels/806137569116291102/806139240459141140/825433545153052722,False,[<Member id=818559139415719976 name='KimieCJduGarric' discriminator='7403' bot=False nick='Kimie - Le Garric (81)' guild=<Guild id=806137569116291102 name='Clubs Jeunes SPA' shard_id=None chunked=True member_count=149>>],,False,[],[818559139415719976],[],[],,[],[],Quelle journée <@!818559139415719976> 😂,False,MessageType.default,
771,,,[],Margau CJ de Vaux-le-Pénil#1974,,le-salon-des-petits-protecteurs-des-animaux,[],J'suis aller jusqu'au galop 2 😂,J'suis aller jusqu'au galop 2 😂,2021-03-27 18:15:19.988,2021-03-27 18:18:22.484,[],<MessageFlags value=0>,Clubs Jeunes SPA,825432819579879504,https://discord.com/channels/806137569116291102/806139240459141140/825432819579879504,False,[],,False,[],[],[],[],,[],[],J'suis aller jusqu'au galop 2 😂,False,MessageType.default,
772,,,[],Ewen du CJ de Chateaubourg#7758,,le-salon-des-petits-protecteurs-des-animaux,[],moi aussi,moi aussi,2021-03-27 18:14:10.632,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825432528680648724,https://discord.com/channels/806137569116291102/806139240459141140/825432528680648724,False,[],,False,[],[],[],[],,[],[],moi aussi,False,MessageType.default,
773,,,[],Marinette CJ de Luynes#4290,,le-salon-des-petits-protecteurs-des-animaux,[],J'y connais rien en chevaux j'ai répondu au pif😂,J'y connais rien en chevaux j'ai répondu au pif😂,2021-03-27 18:14:02.601,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825432494996324363,https://discord.com/channels/806137569116291102/806139240459141140/825432494996324363,False,[],,False,[],[],[],[<Reaction emoji='😂' me=False count=2>],,[],[],J'y connais rien en chevaux j'ai répondu au pif😂,False,MessageType.default,
774,,,[],Noelly CJ de Chameyrat#1221,,le-salon-des-petits-protecteurs-des-animaux,[],Ouii😊,Ouii😊,2021-03-27 18:14:01.861,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825432491891884072,https://discord.com/channels/806137569116291102/806139240459141140/825432491891884072,False,[],,False,[],[],[],[],,[],[],Ouii😊,False,MessageType.default,
775,,,[],Ewen du CJ de Chateaubourg#7758,,le-salon-des-petits-protecteurs-des-animaux,[],ok,ok,2021-03-27 18:13:41.530,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825432406617096192,https://discord.com/channels/806137569116291102/806139240459141140/825432406617096192,False,[],,False,[],[],[],[],,[],[],ok,False,MessageType.default,
776,,,[],Anaël CJ de Cluses#7963,,le-salon-des-petits-protecteurs-des-animaux,[],Bas go je suis grave chaud pour en refaire 😊,Bas go je suis grave chaud pour en refaire 😊,2021-03-27 18:13:41.112,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825432404864663586,https://discord.com/channels/806137569116291102/806139240459141140/825432404864663586,False,[],,False,[],[],[],[],,[],[],Bas go je suis grave chaud pour en refaire 😊,False,MessageType.default,
777,,,[],Marinette CJ de Luynes#4290,,le-salon-des-petits-protecteurs-des-animaux,[],Oui vas y cedric😊,Oui vas y cedric😊,2021-03-27 18:13:34.579,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825432377463144508,https://discord.com/channels/806137569116291102/806139240459141140/825432377463144508,False,[],,False,[],[],[],[],,[],[],Oui vas y cedric😊,False,MessageType.default,
778,,,[],Erwan#0084,,le-salon-des-petits-protecteurs-des-animaux,[],Go,Go,2021-03-27 18:13:34.336,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825432376443928587,https://discord.com/channels/806137569116291102/806139240459141140/825432376443928587,False,[],,False,[],[],[],[],,[],[],Go,False,MessageType.default,
779,,,[],Alma CJ de Bordeaux#1871,,le-salon-des-petits-protecteurs-des-animaux,[],Je suis arrivée en retard désolée,Je suis arrivée en retard désolée,2021-03-27 18:13:34.011,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825432375080648724,https://discord.com/channels/806137569116291102/806139240459141140/825432375080648724,False,[],,False,[],[],[],[],,[],[],Je suis arrivée en retard désolée,False,MessageType.default,
780,,,[],KimieCJduGarric#7403,,le-salon-des-petits-protecteurs-des-animaux,[],"grave, super cool","grave, super cool",2021-03-27 18:13:28.184,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825432350639915019,https://discord.com/channels/806137569116291102/806139240459141140/825432350639915019,False,[],,False,[],[],[],[],,[],[],"grave, super cool",False,MessageType.default,
781,,,[],Cédric#6625,,le-salon-des-petits-protecteurs-des-animaux,[],"Dites, si certains sont chauds, j'en ai un 2e qui est rapide","Dites, si certains sont chauds, j'en ai un 2e qui est rapide",2021-03-27 18:13:17.863,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825432307350503446,https://discord.com/channels/806137569116291102/806139240459141140/825432307350503446,False,[],,False,[],[],[],[],,[],[],"Dites, si certains sont chauds, j'en ai un 2e qui est rapide",False,MessageType.default,
782,,,[],Alma CJ de Bordeaux#1871,,le-salon-des-petits-protecteurs-des-animaux,[],Merci pour ce quiz j'ai appris plein de trucs 🥰,Merci pour ce quiz j'ai appris plein de trucs 🥰,2021-03-27 18:13:14.123,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825432291664855093,https://discord.com/channels/806137569116291102/806139240459141140/825432291664855093,False,[],,False,[],[],[],[],,[],[],Merci pour ce quiz j'ai appris plein de trucs 🥰,False,MessageType.default,
783,,,[],Cédric#6625,,le-salon-des-petits-protecteurs-des-animaux,[],Bravo @Kimie - Le Garric (81) 😉,Bravo <@!818559139415719976> 😉,2021-03-27 18:12:29.650,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825432105131442207,https://discord.com/channels/806137569116291102/806139240459141140/825432105131442207,False,[<Member id=818559139415719976 name='KimieCJduGarric' discriminator='7403' bot=False nick='Kimie - Le Garric (81)' guild=<Guild id=806137569116291102 name='Clubs Jeunes SPA' shard_id=None chunked=True member_count=149>>],,False,[],[818559139415719976],[],[],,[],[],Bravo <@!818559139415719976> 😉,False,MessageType.default,
784,,,[],Lorette CJ Saint Pierre du Mont#1730,,le-salon-des-petits-protecteurs-des-animaux,[],Merci on ne fera pas de gaffes de toute façon le chocolat ça ne se partage pas 😂😂,Merci on ne fera pas de gaffes de toute façon le chocolat ça ne se partage pas 😂😂,2021-03-27 08:54:11.705,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825291604565950464,https://discord.com/channels/806137569116291102/806139240459141140/825291604565950464,False,[],,False,[],[],[],[<Reaction emoji='😂' me=False count=6>],,[],[],Merci on ne fera pas de gaffes de toute façon le chocolat ça ne se partage pas 😂😂,False,MessageType.default,
785,,,[],Cédric#6625,,le-salon-des-petits-protecteurs-des-animaux,[],"Je vous partage un message reçu de mon vétérinaire 😉 

**Les fêtes de Pâques arrivent et les risques d’intoxications dus au chocolat aussi.**
Le chien est particulièrement concerné, mais il n’en demeure pas moins que le chat et les NAC (nouveaux animaux de compagnie) peuvent également être touchés. Le chocolat est toxique à cause de la théobromine contenu dans le cacao. Le cacao étant très riche en cette molécule,il est particulièrement toxique ainsi que le chocolat noir.
Un peu moins pour le chocolat au lait et le chocolat blanc.
Qu’à cela ne tienne ! Il faut absolument éviter de céder au caprice de son compagnon, même pour un « petit morceau », quelle que soit la couleur du chocolat !
Si vous avez pris votre animal sur le fait, il faut bien entendu le conduire dès que possible chez le vétérinaire. Avoir noté l’heure  de l’ingestion peut aider le praticien dans son diagnostic et la mise en place du traitement.
Si votre vétérinaire habituel est absent, n’hésitez pas à vous rendre dans une clinique assurant les urgences. 
**ATTENTION**  : Ne faites pas vomir votre animal, car cela pourrait empirer son état. C’est le vétérinaire qui en décidera. 😉","Je vous partage un message reçu de mon vétérinaire 😉 

**Les fêtes de Pâques arrivent et les risques d’intoxications dus au chocolat aussi.**
Le chien est particulièrement concerné, mais il n’en demeure pas moins que le chat et les NAC (nouveaux animaux de compagnie) peuvent également être touchés. Le chocolat est toxique à cause de la théobromine contenu dans le cacao. Le cacao étant très riche en cette molécule,il est particulièrement toxique ainsi que le chocolat noir.
Un peu moins pour le chocolat au lait et le chocolat blanc.
Qu’à cela ne tienne ! Il faut absolument éviter de céder au caprice de son compagnon, même pour un « petit morceau », quelle que soit la couleur du chocolat !
Si vous avez pris votre animal sur le fait, il faut bien entendu le conduire dès que possible chez le vétérinaire. Avoir noté l’heure  de l’ingestion peut aider le praticien dans son diagnostic et la mise en place du traitement.
Si votre vétérinaire habituel est absent, n’hésitez pas à vous rendre dans une clinique assurant les urgences. 
**ATTENTION**  : Ne faites pas vomir votre animal, car cela pourrait empirer son état. C’est le vétérinaire qui en décidera. 😉",2021-03-26 19:39:06.054,,[],<MessageFlags value=0>,Clubs Jeunes SPA,825091512563793991,https://discord.com/channels/806137569116291102/806139240459141140/825091512563793991,False,[],,False,[],[],[],[<Reaction emoji='👍' me=False count=11>],,[],[],"Je vous partage un message reçu de mon vétérinaire 😉 

**Les fêtes de Pâques arrivent et les risques d’intoxications dus au chocolat aussi.**
Le chien est particulièrement concerné, mais il n’en demeure pas moins que le chat et les NAC (nouveaux animaux de compagnie) peuvent également être touchés. Le chocolat est toxique à cause de la théobromine contenu dans le cacao. Le cacao étant très riche en cette molécule,il est particulièrement toxique ainsi que le chocolat noir.
Un peu moins pour le chocolat au lait et le chocolat blanc.
Qu’à cela ne tienne ! Il faut absolument éviter de céder au caprice de son compagnon, même pour un « petit morceau », quelle que soit la couleur du chocolat !
Si vous avez pris votre animal sur le fait, il faut bien entendu le conduire dès que possible chez le vétérinaire. Avoir noté l’heure  de l’ingestion peut aider le praticien dans son diagnostic et la mise en place du traitement.
Si votre vétérinaire habituel est absent, n’hésitez pas à vous rendre dans une clinique assurant les urgences. 
**ATTENTION**  : Ne faites pas vomir votre animal, car cela pourrait empirer son état. C’est le vétérinaire qui en décidera. 😉",False,MessageType.default,
786,,,[],Margau CJ de Vaux-le-Pénil#1974,,le-salon-des-petits-protecteurs-des-animaux,[],@Cédric - Rennes (35)  contente de vous avoir donné envie 😁,<@294200564357791745>  contente de vous avoir donné envie 😁,2021-03-23 19:39:26.836,,[],<MessageFlags value=0>,Clubs Jeunes SPA,824004436132757596,https://discord.com/channels/806137569116291102/806139240459141140/824004436132757596,False,[<Member id=294200564357791745 name='Cédric' discriminator='6625' bot=False nick='Cédric - Rennes (35)' guild=<Guild id=806137569116291102 name='Clubs Jeunes SPA' shard_id=None chunked=True member_count=149>>],,False,[],[294200564357791745],[],[],,[],[],<@294200564357791745>  contente de vous avoir donné envie 😁,False,MessageType.default,
787,,,[],Cédric#6625,,le-salon-des-petits-protecteurs-des-animaux,[],"@Margau - Vaux-le-Pénil (77) , je me fais une soirée film dès que je peux :p","<@!811873653066301466> , je me fais une soirée film dès que je peux :p",2021-03-23 19:08:49.409,,[],<MessageFlags value=0>,Clubs Jeunes SPA,823996729405866024,https://discord.com/channels/806137569116291102/806139240459141140/823996729405866024,False,[<Member id=811873653066301466 name='Margau CJ de Vaux-le-Pénil' discriminator='1974' bot=False nick='Margau - Vaux-le-Pénil (77)' guild=<Guild id=806137569116291102 name='Clubs Jeunes SPA' shard_id=None chunked=True member_count=149>>],,False,[],[811873653066301466],[],[],,[],[],"<@!811873653066301466> , je me fais une soirée film dès que je peux :p",False,MessageType.default,
788,,,[],Reale COUCHAUX#6300,,le-salon-des-petits-protecteurs-des-animaux,[<TextChannel id=806137569116291106 name='annonces-importantes' position=2 nsfw=False news=False category_id=806137569116291103>],"D'ailleurs, je vais mettre cette ""bad news""
 dans #annonces-importantes .","D'ailleurs, je vais mettre cette ""bad news""
 dans <#806137569116291106> .",2021-03-23 18:58:36.670,,[],<MessageFlags value=0>,Clubs Jeunes SPA,823994159391834122,https://discord.com/channels/806137569116291102/806139240459141140/823994159391834122,False,[],,False,[806137569116291106],[],[],[],,[],[],"D'ailleurs, je vais mettre cette ""bad news""
 dans <#806137569116291106> .",False,MessageType.default,
789,,,[],Reale COUCHAUX#6300,,le-salon-des-petits-protecteurs-des-animaux,[],"Celles et ceux qui seront intéressés pourront rejoindre ces évènements en interne car malheureusement, la mauvaise nouvelle de la soirée, c'est que les clubs jeunes ne vont pas réouvrir début avril au vu des annonces gouvernementales qui ont été faites jeudi dernier 😢 Nous allons devoir nous adapter, et cette plateforme digitale permet au moins de maintenir un minimum de liens et d'activités en lien avec les animaux.","Celles et ceux qui seront intéressés pourront rejoindre ces évènements en interne car malheureusement, la mauvaise nouvelle de la soirée, c'est que les clubs jeunes ne vont pas réouvrir début avril au vu des annonces gouvernementales qui ont été faites jeudi dernier 😢 Nous allons devoir nous adapter, et cette plateforme digitale permet au moins de maintenir un minimum de liens et d'activités en lien avec les animaux.",2021-03-23 18:56:43.947,,[],<MessageFlags value=0>,Clubs Jeunes SPA,823993686597697546,https://discord.com/channels/806137569116291102/806139240459141140/823993686597697546,False,[],,False,[],[],[],[<Reaction emoji='😭' me=False count=5>],,[],[],"Celles et ceux qui seront intéressés pourront rejoindre ces évènements en interne car malheureusement, la mauvaise nouvelle de la soirée, c'est que les clubs jeunes ne vont pas réouvrir début avril au vu des annonces gouvernementales qui ont été faites jeudi dernier 😢 Nous allons devoir nous adapter, et cette plateforme digitale permet au moins de maintenir un minimum de liens et d'activités en lien avec les animaux.",False,MessageType.default,
790,,,[],Reale COUCHAUX#6300,,le-salon-des-petits-protecteurs-des-animaux,[],Et merci @Cédric - Rennes (35) pour ta réactivité pour la bibliothèque 😍,Et merci <@!294200564357791745> pour ta réactivité pour la bibliothèque 😍,2021-03-23 18:54:44.894,,[],<MessageFlags value=0>,Clubs Jeunes SPA,823993187253092433,https://discord.com/channels/806137569116291102/806139240459141140/823993187253092433,False,[<Member id=294200564357791745 name='Cédric' discriminator='6625' bot=False nick='Cédric - Rennes (35)' guild=<Guild id=806137569116291102 name='Clubs Jeunes SPA' shard_id=None chunked=True member_count=149>>],,False,[],[294200564357791745],[],[],,[],[],Et merci <@!294200564357791745> pour ta réactivité pour la bibliothèque 😍,False,MessageType.default,
791,,,[],ImnotnathaYT#8079,,le-salon-des-petits-protecteurs-des-animaux,[],"D’accord, donc mauvaise idée ?","D’accord, donc mauvaise idée ?",2021-03-23 18:54:26.229,2021-03-23 18:54:42.589,[],<MessageFlags value=0>,Clubs Jeunes SPA,823993108965752905,https://discord.com/channels/806137569116291102/806139240459141140/823993108965752905,False,[],,False,[],[],[],[],,[],[],"D’accord, donc mauvaise idée ?",False,MessageType.default,
792,,,[],Reale COUCHAUX#6300,,le-salon-des-petits-protecteurs-des-animaux,[],Nous aurons l'occasion de refaire ce genre d'évèments entre nous. Avec les encadrants nous allons vous préparer quelque chose à ce sujet 😉,Nous aurons l'occasion de refaire ce genre d'évèments entre nous. Avec les encadrants nous allons vous préparer quelque chose à ce sujet 😉,2021-03-23 18:54:08.426,,[],<MessageFlags value=0>,Clubs Jeunes SPA,823993034294427699,https://discord.com/channels/806137569116291102/806139240459141140/823993034294427699,False,[],,False,[],[],[],[<Reaction emoji='👍' me=False count=4>],,[],[],Nous aurons l'occasion de refaire ce genre d'évèments entre nous. Avec les encadrants nous allons vous préparer quelque chose à ce sujet 😉,False,MessageType.default,
793,,,[],Reale COUCHAUX#6300,,le-salon-des-petits-protecteurs-des-animaux,[],Coucou tout le monde ! Désolé j'entendais les notifications de DISCORD pendant la présentation mais je ne pouvais pas faire deux choses à la fois ! Je vous mets ici le lien du replay qui j'espère fonctionnera pour celles et ceux que ça intéresse : https://edheccom-my.sharepoint.com/:v:/g/personal/paul-henri_gacon_edhec_com/EVVwlpwAcPJAsexUrtOeQu4B3BdFFheNhwXkxYEBaZ31Vw,Coucou tout le monde ! Désolé j'entendais les notifications de DISCORD pendant la présentation mais je ne pouvais pas faire deux choses à la fois ! Je vous mets ici le lien du replay qui j'espère fonctionnera pour celles et ceux que ça intéresse : https://edheccom-my.sharepoint.com/:v:/g/personal/paul-henri_gacon_edhec_com/EVVwlpwAcPJAsexUrtOeQu4B3BdFFheNhwXkxYEBaZ31Vw,2021-03-23 18:53:16.427,,[],<MessageFlags value=0>,Clubs Jeunes SPA,823992816194682971,https://discord.com/channels/806137569116291102/806139240459141140/823992816194682971,False,[],,False,[],[],[],[],,[],[],Coucou tout le monde ! Désolé j'entendais les notifications de DISCORD pendant la présentation mais je ne pouvais pas faire deux choses à la fois ! Je vous mets ici le lien du replay qui j'espère fonctionnera pour celles et ceux que ça intéresse : https://edheccom-my.sharepoint.com/:v:/g/personal/paul-henri_gacon_edhec_com/EVVwlpwAcPJAsexUrtOeQu4B3BdFFheNhwXkxYEBaZ31Vw,False,MessageType.default,
794,,,[],ImnotnathaYT#8079,,le-salon-des-petits-protecteurs-des-animaux,[],"Merci pour cette réunion ! Je pensais à en recréer une pour parler de ça juste entre nous, membres !

✅ Bonne idée 
❌Mauvaise idée
😐Bof","Merci pour cette réunion ! Je pensais à en recréer une pour parler de ça juste entre nous, membres !

✅ Bonne idée 
❌Mauvaise idée
😐Bof",2021-03-23 18:49:59.906,2021-03-23 18:52:26.278,[],<MessageFlags value=0>,Clubs Jeunes SPA,823991991926653024,https://discord.com/channels/806137569116291102/806139240459141140/823991991926653024,False,[],,False,[],[],[],"[<Reaction emoji='✅' me=False count=4>, <Reaction emoji='❌' me=False count=1>, <Reaction emoji='😐' me=False count=2>]",,[],[],"Merci pour cette réunion ! Je pensais à en recréer une pour parler de ça juste entre nous, membres !

✅ Bonne idée 
❌Mauvaise idée
😐Bof",False,MessageType.default,
