"id";"fci";"hund";"wamiz";"woopets";"chien";"hund_identifiant";"hund_id";"hund_name";"hund_weight";"hund_height";"hund_age";"woopets_identifiant";"woopets_nom";"woopets_type_de_poils";"woopets_pays";"woopets_gabarit";"woopets_forme_tete";"woopets_poids_fem";"woopets_taille_fem";"woopets_poids_mal";"woopets_taille_mal";"woopets_caractere";"woopets_comportementautres";"woopets_education";"woopets_conditionsvie";"woopets_sante";"woopets_entretien";"woopets_activite";"woopets_affectueux";"woopets_calme";"woopets_protecteur";"woopets_independant";"woopets_chasseur";"woopets_aboie_hurle";"woopets_cohabitation_avec_les_enfants";"woopets_sociable_avec_les_autres_animaux";"woopets_aime_les_etrangers";"woopets_intelligent";"woopets_obeissant";"woopets_adapte_a_la_vie_en_appartement";"woopets_bien_pour_les_nouveaux_maitres";"woopets_aime_le_chaud";"woopets_aime_le_froid";"woopets_solide";"woopets_facilite_a_prendre_du_poids";"woopets_facilite_d_entretien";"woopets_cout_de_l_entretien";"woopets_perte_de_poils";"woopets_niveau_de_bave";"woopets_facilite_a_toiletter";"woopets_sportif";"woopets_niveau_d_energie";"woopets_potentiel_a_jouer";"woopets_caractere_du_maitre";"wamiz_identifiant";"wamiz_id";"wamiz_nom";"wamiz_affectueux";"wamiz_facile_d_entretien";"wamiz_joueur";"wamiz_facile_a_eduquer";"wamiz_calme";"wamiz_gentil_avec_enfant";"wamiz_intelligent";"wamiz_entente_avec_animaux";"wamiz_docile";"wamiz_appartement";"wamiz_propre";"wamiz_premier_chien";"wamiz_robuste_sante";"wamiz_voyage";"wamiz_supporte_solitude";"wamiz_apte_a_la_garde";"wamiz_besoin_d_exercice";"wamiz_originalite";"wamiz_fugueur";"wamiz_budget";"chien_identifiant";"chien_id";"chien_photo";"chien_nom";"chien_standard";"chien_groupe";"chien_pays";"chien_affectueux";"chien_aime_les_enfants";"chien_calme";"chien_facile_a_eduquer";"chien_joueur";"chien_peut_rester_seul";"chien_protecteur";"chien_s_entend_avec_d_autres_animaux";"chien_sociable";"chien_a_peu_besoin_d_exercice";"chien_aboie_peu";"chien_bave_peu";"chien_mange_peu";"chien_necessite_peu_d_entretien";"chien_perd_peu_ses_poils";"chien_peu_couteux_a_toiletter";"chien_peu_enclin_a_l_obesite";"chien_sante_robuste";"chien_esperance_de_vie";"chien_poids_de_la_femelle";"chien_poids_du_male";"chien_taille_de_la_femelle";"chien_taille_du_male";"chien_avec_des_enfants";"chien_comme_premier_chien";"chien_en_appartement";"chien_pour_personne_peu_disponible";"chien_pour_personne_agee";"chien_pour_petit_budget";"chien_poids_min_femelle";"chien_poids_min_male";"chien_poids_max_femelle";"chien_poids_max_male";"chien_taille_min_femelle";"chien_taille_max_femelle";"chien_taille_min_male";"chien_taille_max_male";"chien_age";"chien_fci";"fci_identifiant";"fci_id";"fci_name_en";"fci_name_fr";"fci_name_de";"fci_name_es";"fci_date_en";"fci_date_fr";"fci_date_de";"fci_date_es";"fci_date_acceptance";"fci_groupe";"fci_section";"fci_provisional";"fci_status";"fci_country";"fci_url";"fci_image";"fci_pdf"
"11";"191";"191";"62";"70";"11";"180";"191";"bouvier des flandres";"37.5";"65";"11";"70";"Bouvier des Flandres";"Mi-long";"Belgique, France";"Grand";"Carrée";"De 27 kg à 35 kg";"De 59 cm à 65 cm";"De 35 kg à 40 kg";"De 62 cm à 68 cm";"3.5";"3";"2.5";"2.5";"2";"2.5";"4";"3";"3";"5";"3";"2";"4";"4";"3";"2";"3";"2";"2";"2";"2";"4";"3";"1";"3";"3";"2";"2";"2";"4";"4";"4";"Calme";"65";"62";"Bouvier des Flandres";"2";"2";"1";"1";"1";"4";"4";"3";"2";"2";"3";"1";"4";"1";"3";"4";"4";"2";"1";"2";"109";"11";"bouvier-des-flandres-11";"Bouvier des Flandres";"Standard FCI N°191";"Chien de berger et de bouvier";"Belgique";"3";"5";"2";"3";"4";"2";"4";"4";"4";"2";"2";"5";"2";"3";"5";"2";"2";"3";"De 10 à 12 ans";"De 27 à 35 kilos";"De 35 à 40 kilos";"De 59 à 65 cm";"De 62 à 68 cm";"4";"3.5";"2";"2.5";"2.5";"2.5";"27";"35";"35";"40";"59";"65";"62";"68";"11";"191";"181";"191";"bouvier des flandres";"bouvier des flandres";"flandrischer treibhund";"boyero de flandes";"27/09/2002";"22/06/2001";"05/06/2002";"10/04/2002";"0";"Groupe 1";"Section 1.2";"01/11/1955";"Reconnue à titre définitif";"belgique, france";"http://www.fci.be/fr/nomenclature/BOUVIER-DES-FLANDRES-191.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/191g01-en.pdf"
"172";"192";"192";NULL;NULL;"172";"181";"192";"kromfohrländer";"13.5";"42";"13";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"327";"172";"kromfohrlander-172";"Kromfohrländer";"Unknown";"Chien d’agrément et de compagnie";"Allemagne";"4";"4";"2";"4";"5";"2";"3";"3";"2";"3";"3";"4";"4";"2";"2";"2";"4";"3";"De 12 à 14 ans";"De 9 à 14 kilos";"De 11 à 16 kilos";"De 38 à 46 cm";"De 38 à 46 cm";"3.5";"3";"2";"2.5";"2.5";"3.5";"9";"11";"14";"16";"38";"46";"38";"46";"13";"0";"182";"192";"kromfohrländer";"kromfohrländer";"kromfohrländer";"kromfohrländer";"12/10/1998";"12/10/1998";"12/10/1998";"12/10/1998";"0";"Groupe 9";"Section 9-10";"28/11/1955";"Reconnue à titre définitif";"allemagne";"http://www.fci.be/fr/nomenclature/KROMFOHRLANDER-192.html";"http://www.fci.be/Nomenclature/Illustrations/192g09.jpg";"http://www.fci.be/Nomenclature/Standards/192g09-en.pdf"
"84";"193";"193";"11";"11";"84";"182";"193";"barzoï";"40.5";"80";"9";"11";"Barzoï";"Mi-long";"Russie";"Grand";"Longue";"De 27 kg à 39 kg";"De 68 cm à 78 cm";"De 34 kg à 47 kg";"De 75 cm à 85 cm";"3";"3.5";"3";"3.5";"3.5";"2.5";"2.5";"4";"4";"2";"1";"5";"2";"3";"4";"4";"4";"2";"3";"3";"4";"3";"4";"3";"1";"3";"5";"1";"4";"2";"2";"3";"Calme";"12";"11";"Barzoï";"3";"3";"4";"3";"4";"3";"3";"3";"2";"1";"3";"3";"3";"1";"3";"2";"4";"3";"3";"3";"33";"84";"barzoi-84";"Barzoï";"Standard FCI N°193";"Lévrier";"Russie";"4";"2";"4";"3";"3";"3";"2";"4";"4";"2";"4";"5";"2";"3";"2";"4";"4";"4";"13 ans";"De 34 à 44 kilos";"De 35 à 45 kilos";"De 68 à 84 cm";"De 70 à 82 cm";"3";"3.5";"2.5";"3";"3";"3.5";"34";"35";"44";"45";"68";"84";"70";"82";"13";"193";"183";"193";"borzoi - russian hunting sighthound";"barzoi - levrier de chasse russe";"barsoi - russischer jagdwindhund";"borzoi - lebrel ruso para la caza";"05/11/2019";"05/11/2019";"21/04/2020";"15/01/2021";"0";"Groupe 10";"Section 10-1";"13/01/1956";"Reconnue à titre définitif";"russie";"http://www.fci.be/fr/nomenclature/BARZOI-LEVRIER-DE-CHASSE-RUSSE-193.html";"http://www.fci.be/Nomenclature/Illustrations/193g10.jpg";"http://www.fci.be/Nomenclature/Standards/193g10-en.pdf"
"78";"194";"194";NULL;NULL;"78";"183";"194";"berger de bergamasque";"35";"60";"14";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"49";"78";"bergamasque-berger-de-bergame-78";"Berger de Bergame";"Standard FCI. N°194";"Chien de berger et de bouvier";"Italie";"4";"5";"4";"2";"4";"3";"4";"3";"2";"2";"4";"3";"2";"4";"5";"4";"3";"4";"13 ans";"De 26 à 32 kilos";"De 32 à 38 kilos";"De 54 à 61 cm";"De 55 à 63 cm";"4";"3";"3";"3.5";"3.5";"3.5";"26";"32";"32";"38";"54";"61";"55";"63";"13";"194";"184";"194";"bergamasco shepherd dog";"berger bergamasque";"bergamasker hirtenhund";"perro de pastor bergamasco";"15/09/2020";"15/09/2020";"15/09/2020";"15/09/2020";"0";"Groupe 1";"Section 1-1";"23/02/1956";"Reconnue à titre définitif";"italie";"http://www.fci.be/fr/nomenclature/BERGER-BERGAMASQUE-194.html";"http://www.fci.be/Nomenclature/Illustrations/194g01-1.jpg";"http://www.fci.be/Nomenclature/Standards/194g01-en.pdf"
"360";"195";"195";"313";NULL;"360";"184";"195";"volpino";"5";"28.5";"15";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"317";"313";"Volpino";"4";"2";"4";"3";"1";"4";"4";"3";"2";"3";"3";"4";"4";"4";"3";"3";"3";"2";"1";"2";"477";"360";"volpino-spitz-italien-360";"Volpino";"Unknown";"Chien de type Spitz et de type primitif";"Italie";"4";"4";"1";"3";"4";"3";"4";"3";"3";"3";"2";"4";"5";"2";"3";"3";"4";"4";"15 ans";"De 5 à 6 kilos";"De 5 à 6 kilos";"De 25 à 28 cm";"De 27 à 30 cm";"3.5";"3";"1.5";"2.5";"2.5";"4";"5";"5";"6";"6";"25";"28";"27";"30";"15";"0";"185";"195";"italian volpino";"volpino italien";"italienischer volpino";"volpino italiano";"17/12/2015";"15/10/2018";"19/01/2018";"06/01/2020";"0";"Groupe 5";"Section 5-4";"25/02/1956";"Reconnue à titre définitif";"italie";"http://www.fci.be/fr/nomenclature/VOLPINO-ITALIEN-195.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/195g05-en.pdf"
"125";"196";"196";"47";"53";"125";"185";"196";"bichon bolonais";"3";"28.5";"13";"53";"Bichon Bolonais";"Long";"Italie";"Petit";"Ronde";"De 2 kg à 4 kg";"De 23 cm à 30 cm";"De 2 kg à 4 kg";"De 25 cm à 32 cm";"3.5";"5";"4.5";"3.5";"3.5";"2";"3";"5";"4";"1";"2";"5";"4";"5";"5";"5";"4";"5";"5";"3";"3";"2";"5";"2";"4";"3";"1";"1";"1";"3";"3";"3";"Calme";"49";"47";"Bichon bolonais";"4";"4";"3";"4";"4";"4";"4";"3";"2";"4";"3";"4";"3";"4";"3";"1";"1";"1";"1";"3";"98";"125";"bolognese-bichon-bolonais-125";"Bichon Bolonais";"Standard FCI N°196";"Chien d’agrément et de compagnie";"Italie";"5";"5";"5";"4";"3";"1";"2";"5";"5";"4";"2";"5";"3";"5";"5";"1";"3";"4";"15 ans";"De 2 à 4 kilos";"De 2 à 4 kilos";"De 25 à 28 cm";"De 27 à 30 cm";"4.5";"4.5";"3";"3.5";"4";"3";"2";"2";"4";"4";"25";"28";"27";"30";"15";"196";"186";"196";"bolognese";"bichon bolonais";"bologneser";"bolognese";"17/12/2015";"03/05/2016";"02/03/2018";"02/03/2018";"0";"Groupe 9";"Section 9-1";"05/03/1956";"Reconnue à titre définitif";"italie";"http://www.fci.be/fr/nomenclature/BICHON-BOLONAIS-196.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/196g09-en.pdf"
"183";"197";"197";NULL;NULL;"183";"186";"197";"mâtin napolitain";"65";"70";"9";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"362";"183";"matin-napolitain-183";"Mâtin Napolitain";"Standard F.C.I. N° 197";"Chien de type Pinscher ou Schnauzer - Molossoïde - Chien de montagne et de bouvier suisse";"Italie";"4";"4";"5";"3";"3";"4";"5";"2";"2";"4";"4";"1";"1";"4";"4";"4";"2";"1";"De 10 à 12 ans";"De 50 à 60 kilos";"De 60 à 70 kilos";"De 60 à 68 cm";"De 65 à 75 cm";"3.5";"2.5";"3.5";"4";"3.5";"2";"50";"60";"60";"70";"60";"68";"65";"75";"11";"197";"187";"197";"neapolitan mastiff";"matin napolitain";"mastino napoletano";"mastín napolitano";"17/12/2015";"03/05/2016";"28/08/2019";"02/11/2017";"0";"Groupe 2";"Section 2-3";"08/03/1956";"Reconnue à titre définitif";"italie";"http://www.fci.be/fr/nomenclature/MATIN-NAPOLITAIN-197.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/197g02-en.pdf"
"435";"198";"198";NULL;NULL;"435";"187";"198";"chien courant italien à poil dur";"24";"56";"13";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"168";"435";"chien-courant-italien-a-poil-dur-435";"Chien Courant Italien à Poil Dur";"Standard FCI N° 198";"Chien courant, Chien de recherche au sang et races apparentées";"Italie";"5";"5";"4";"4";"5";"4";"5";"3";"4";"2";"4";"3";"4";"5";"3";"5";"3";"5";"nan";"De 18 à 28 kilos";"De 18 à 28 kilos";"De 48 à 56 cm";"De 52 à 58 cm";"4.5";"4.5";"2.5";"4";"3.5";"4.5";"18";"18";"28";"28";"48";"56";"52";"58";"0";"198";"188";"198";"italian rough-haired segugio";"chien courant italien  a poil dur";"drahthaariger italienischer laufhund";"sabueso italiano de pelo duro";"17/12/2015";"26/09/2018";"26/09/2018";"14/05/2020";"0";"Groupe 6";"Section 6-1";"09/03/1956";"Reconnue à titre définitif";"italie";"http://www.fci.be/fr/nomenclature/CHIEN-COURANT-ITALIEN-A-POIL-DUR-198.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/198g06-en.pdf"
"310";"199";"199";NULL;NULL;"310";"188";"199";"cirneco de l'etna";"11";"48";"13";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"220";"310";"cirneco-dell-etna-310";"Cirneco de l'Etna";"Standard FCI N°199";"Chien de type Spitz et de type primitif";"Italie";"5";"4";"5";"4";"3";"2";"3";"4";"3";"2";"3";"3";"5";"5";"4";"4";"4";"4";"13 ans";"De 8 à 10 kilos";"De 10 à 12 kilos";"De 42 à 46 cm";"De 46 à 50 cm";"4";"4";"2.5";"3.5";"4";"4.5";"8";"10";"10";"12";"42";"46";"46";"50";"13";"199";"189";"199";"cirneco dell'etna";"cirneco de l'etna";"cirneco dell'etna";"cirneco del etna";"07/02/2017";"07/02/2017";"24/06/2019";"24/06/2019";"0";"Groupe 5";"Section 5-7";"09/03/1956";"Reconnue à titre définitif";"italie";"http://www.fci.be/fr/nomenclature/CIRNECO-DE-L-ETNA-199.html";"http://www.fci.be/Nomenclature/Illustrations/199g05-1.jpg";"http://www.fci.be/Nomenclature/Standards/199g05-en.pdf"
"415";"200";"200";NULL;NULL;"415";"189";"200";"petit lévrier italien";"4";"35";"13";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"313";"415";"italian-greyhound-petit-levrier-italien-415";"Petit Lévrier Italien";"Standard FCI N°200";"Lévrier";"Italie";"5";"4";"4";"4";"4";"4";"3";"4";"3";"3";"3";"5";"3";"5";"4";"5";"4";"3";"De 13 à 14 ans";"De 5 à 5 kilos";"De 5 à 5 kilos";"De 32 à 38 cm";"De 32 à 38 cm";"4";"4";"2.5";"4";"3.5";"4";"5";"5";"5";"5";"32";"38";"32";"38";"13.5";"200";"190";"200";"italian sighthound";"levrette d'italie";"italienisches windspiel";"pequeño lebrel italiano";"17/12/2015";"19/10/2017";"24/06/2019";"19/10/2017";"0";"Groupe 10";"Section 10-3";"22/10/1956";"Reconnue à titre définitif";"italie";"http://www.fci.be/fr/nomenclature/LEVRETTE-D-ITALIE-200.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/200g10-en.pdf"
"222";"201";"201";NULL;NULL;"222";"190";"201";"berger de la maremme et des abruzzes";"40";"69";"12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"67";"222";"berger-de-la-maremme-et-des-abruzzes-222";"Berger de Maremme-Abruzzes";"Standard FCI N°201";"Chien de berger et de bouvier";"Italie";"4";"4";"4";"2";"4";"4";"5";"3";"3";"1";"4";"3";"2";"4";"3";"3";"1";"4";"De 12 à 14 ans";"De 30 à 40 kilos";"De 35 à 45 kilos";"De 60 à 68 cm";"De 63 à 73 cm";"3.5";"3.5";"2.5";"3.5";"3";"2.5";"30";"35";"40";"45";"60";"68";"63";"73";"13";"201";"191";"201";"maremma and the abruzzes sheepdog";"berger de la maremme et des abruzzes";"maremmen-abruzzen-schäferhund";"perro de pastor de la maremma y de los abruzos";"17/12/2015";"16/10/2018";"05/03/2018";"05/03/2018";"0";"Groupe 1";"Section 1-1";"13/03/1956";"Reconnue à titre définitif";"italie";"http://www.fci.be/fr/nomenclature/BERGER-DE-LA-MAREMME-ET-DES-ABRUZZES-201.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/201g01-en.pdf"
"238";"202";"202";"79";"87";"238";"191";"202";"braque italien";"32.5";"62.5";"12";"87";"Braque Italien";"Court";"Italie";"Grand";"Longue";"De 25 kg à 40 kg";"De 55 cm à 62 cm";"De 25 kg à 40 kg";"De 58 cm à 67 cm";"3";"4";"4";"2";"4";"3";"3";"3";"4";"3";"2";"0";"0";"4";"4";"0";"5";"3";"2";"0";"0";"0";"3";"5";"3";"3";"0";"0";"0";"3";"0";"0";"Calme";"83";"79";"Braque italien";"3";"4";"3";"2";"3";"3";"3";"3";"2";"3";"3";"3";"4";"1";"1";"3";"2";"3";"2";"2";"127";"238";"braque-italien-bracco-italiano-238";"Braque Italien";"Standard FCI N°202";"Chien d’arrêt";"Italie";"5";"4";"4";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"4";"3";"4";"3";"3";"13 ans";"De 25 à 40 kilos";"De 25 à 40 kilos";"De 55 à 62 cm";"De 58 à 67 cm";"3.5";"3.5";"2.5";"3";"3.5";"3.5";"25";"25";"40";"40";"55";"62";"58";"67";"13";"202";"192";"202";"italian pointing dog";"braque italien";"italienischer vorstehhund";"braco italiano";"17/12/2015";"11/05/2017";"17/10/2017";"11/05/2017";"0";"Groupe 7";"Section 7-1";"07/06/1956";"Reconnue à titre définitif";"italie";"http://www.fci.be/fr/nomenclature/BRAQUE-ITALIEN-202.html";"http://www.fci.be/Nomenclature/Illustrations/202g07.jpg";"http://www.fci.be/Nomenclature/Standards/202g07-en.pdf"
"262";"203";"203";NULL;NULL;"262";"192";"203";"dunker";"25";"52.5";"12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"245";"262";"dunker-chien-courant-norvegien-262";"Chien Courant Norvégien";"Unknown";"Chien courant, Chien de recherche au sang et races apparentées";"Norvège";"4";"4";"3";"3";"4";"2";"4";"4";"4";"2";"2";"3";"3";"3";"1";"4";"3";"4";"12 ans";"De 24 à 25 kilos";"De 24 à 25 kilos";"De 47 à 53 cm";"De 50 à 55 cm";"3.5";"3.5";"1.5";"2.5";"2.5";"3.5";"24";"24";"25";"25";"47";"53";"50";"55";"12";"0";"193";"203";"norwegian hound";"chien courant norvegien";"dunkerbracke - norwegischer laufhund";"sabueso noruego";"03/06/2016";"24/01/2017";"30/01/2020";"24/01/2017";"0";"Groupe 6";"Section 6-1";"07/02/1956";"Reconnue à titre définitif";"norvege";"http://www.fci.be/fr/nomenclature/CHIEN-COURANT-NORVEGIEN-203.html";"http://www.fci.be/Nomenclature/Illustrations/203g06.jpg";"http://www.fci.be/Nomenclature/Standards/203g06-en.pdf"
"146";"204";"204";NULL;NULL;"146";"193";"204";"chien courant espagnol";"23.5";"54.5";"13";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"161";"146";"chien-courant-espagnol-146";"Chien Courant Espagnol";"Standard FCI N°204";"Chien courant, Chien de recherche au sang et races apparentées";"Espagne";"5";"2";"4";"3";"5";"4";"5";"2";"3";"2";"2";"4";"4";"5";"4";"2";"4";"4";"De 10 à 12 ans";"De 22 à 27 kilos";"De 25 à 30 kilos";"De 48 à 53 cm";"De 52 à 57 cm";"3.5";"4";"2";"3.5";"3.5";"3.5";"22";"25";"27";"30";"48";"53";"52";"57";"11";"204";"194";"204";"spanish hound";"chien courant espagnol";"spanischer laufhund";"sabueso español";"24/07/2000";"24/07/2000";"24/07/2000";"24/07/2000";"0";"Groupe 6";"Section 6-1";"15/11/1957";"Reconnue à titre définitif";"espagne";"http://www.fci.be/fr/nomenclature/CHIEN-COURANT-ESPAGNOL-204.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/204g06-en.pdf"
"156";"205";"205";"147";"114";"156";"194";"205";"chow-chow";"30";"52";"10";"114";"Chow Chow";"Long";"Chine";"Moyen";"Ronde";"De 24 kg à 28 kg";"De 46 cm à 51 cm";"De 20 kg à 30 kg";"De 48 cm à 56 cm";"2.5";"1.5";"2";"2.5";"2.5";"2.5";"4";"2";"5";"3";"3";"2";"1";"2";"1";"1";"3";"1";"3";"2";"1";"4";"4";"1";"3";"4";"1";"3";"2";"4";"0";"0";"Calme";"150";"147";"Chow-Chow";"1";"2";"1";"1";"4";"2";"2";"1";"1";"3";"3";"1";"3";"3";"3";"3";"1";"2";"3";"3";"216";"156";"chow-chow-156";"Chow Chow";"Standard FCI N°205";"Chien de type Spitz et de type primitif";"Chine";"2";"2";"4";"3";"2";"4";"4";"3";"2";"5";"5";"3";"3";"2";"2";"1";"2";"3";"12 ans";"De 24 à 28 kilos";"De 25 à 30 kilos";"De 46 à 51 cm";"De 48 à 56 cm";"2";"2.5";"3.5";"4";"3";"2.5";"24";"25";"28";"30";"46";"51";"48";"56";"12";"205";"195";"205";"chow chow";"chow chow";"chow chow";"chow chow";"27/01/2011";"08/12/2011";"09/03/2011";"27/01/2011";"0";"Groupe 5";"Section 5-5";"10/12/1957";"Reconnue à titre définitif";"chine";"http://www.fci.be/fr/nomenclature/CHOW-CHOW-205.html";"http://www.fci.be/Nomenclature/Illustrations/205g05.jpg";"http://www.fci.be/Nomenclature/Standards/205g05-en.pdf"
"162";"206";"206";NULL;NULL;"162";"195";"206";"epagneul japonais";"4";"25";"13";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"212";"162";"chien-tchin-epagneul-japonais-162";"Épagneul Japonais";"Standard FCI N°206";"Chien d’agrément et de compagnie";"Japon";"5";"3";"2";"4";"4";"2";"1";"4";"2";"4";"4";"5";"5";"2";"3";"3";"3";"3";"12 ans";"De 2 à 6 kilos";"De 2 à 6 kilos";"De 28 à 30 cm";"De 29 à 30 cm";"3.5";"3";"2.5";"3";"3";"3.5";"2";"2";"6";"6";"28";"30";"29";"30";"12";"206";"196";"206";"japanese chin";"epagneul japonais";"japan-chin";"spaniel japonés";"03/06/2016";"24/01/2017";"30/01/2020";"24/01/2017";"0";"Groupe 9";"Section 9-8";"02/12/1957";"Reconnue à titre définitif";"japon";"http://www.fci.be/fr/nomenclature/EPAGNEUL-JAPONAIS-206.html";"http://www.fci.be/Nomenclature/Illustrations/206g09.jpg";"http://www.fci.be/Nomenclature/Standards/206g09-en.pdf"
